temperature,rainfall,humidity,yeild_apples
36.00,80.00,66.00,64.20
100.00,36.00,76.00,68.80
22.00,99.00,29.00,48.60
26.00,49.00,66.00,52.90
40.00,33.00,84.00,59.90
49.00,21.00,54.00,43.10
74.00,95.00,53.00,69.80
99.00,81.00,67.00,77.60
44.00,89.00,68.00,69.50
42.00,30.00,68.00,51.40
33.00,66.00,25.00,38.90
21.00,41.00,24.00,28.50
24.00,24.00,25.00,24.50
32.00,42.00,71.00,54.50
91.00,46.00,54.00,59.00
63.00,44.00,42.00,46.80
36.00,92.00,81.00,75.30
35.00,91.00,34.00,51.30
48.00,70.00,97.00,79.10
26.00,88.00,99.00,81.10
94.00,95.00,96.00,95.30
67.00,52.00,55.00,56.50
84.00,48.00,46.00,54.20
36.00,56.00,43.00,45.50
91.00,75.00,91.00,86.20
76.00,58.00,33.00,49.10
64.00,20.00,57.00,47.30
54.00,82.00,31.00,50.90
78.00,83.00,47.00,64.00
29.00,86.00,61.00,62.10
80.00,35.00,34.00,43.50
87.00,99.00,74.00,84.10
51.00,27.00,43.00,39.80
55.00,54.00,76.00,65.20
43.00,87.00,64.00,66.70
93.00,79.00,69.00,76.80
70.00,77.00,48.00,61.10
25.00,22.00,30.00,26.60
35.00,75.00,49.00,54.00
92.00,95.00,59.00,76.40
40.00,52.00,41.00,44.10
72.00,62.00,59.00,62.50
39.00,26.00,90.00,60.60
49.00,91.00,96.00,85.10
45.00,25.00,70.00,51.50
23.00,27.00,40.00,32.70
75.00,66.00,93.00,81.30
24.00,94.00,46.00,56.00
20.00,44.00,76.00,55.20
64.00,78.00,62.00,67.20
53.00,75.00,92.00,79.10
64.00,96.00,31.00,57.10
97.00,70.00,75.00,77.90
74.00,45.00,53.00,54.80
26.00,36.00,52.00,42.00
82.00,97.00,29.00,60.00
90.00,85.00,91.00,89.00
61.00,83.00,67.00,70.60
36.00,67.00,74.00,64.30
31.00,88.00,55.00,60.10
91.00,59.00,31.00,51.40
33.00,99.00,27.00,49.80
62.00,25.00,59.00,49.40
48.00,62.00,73.00,64.70
25.00,76.00,78.00,66.80
53.00,28.00,36.00,37.00
20.00,60.00,50.00,47.00
98.00,50.00,56.00,62.60
67.00,48.00,51.00,53.30
49.00,34.00,62.00,51.00
85.00,73.00,60.00,68.90
99.00,92.00,22.00,58.40
29.00,77.00,47.00,52.40
55.00,70.00,22.00,43.00
60.00,88.00,51.00,63.90
68.00,20.00,88.00,63.60
96.00,26.00,30.00,42.00
57.00,88.00,71.00,73.30
43.00,20.00,100.00,64.60
86.00,80.00,23.00,52.70
70.00,29.00,54.00,49.70
32.00,76.00,82.00,70.20
74.00,85.00,62.00,71.30
31.00,36.00,23.00,28.50
56.00,74.00,36.00,51.40
45.00,54.00,20.00,35.20
96.00,23.00,51.00,51.60
78.00,74.00,88.00,81.80
94.00,84.00,85.00,86.50
50.00,83.00,51.00,60.40
67.00,50.00,78.00,67.40
79.00,43.00,86.00,71.70
42.00,36.00,85.00,61.70
91.00,84.00,42.00,64.40
29.00,63.00,55.00,52.20
100.00,95.00,33.00,65.00
48.00,34.00,61.00,50.30
37.00,97.00,67.00,70.00
61.00,94.00,60.00,70.40
21.00,86.00,78.00,69.00
32.00,28.00,57.00,43.30
36.00,70.00,66.00,61.20
44.00,41.00,81.00,61.60
82.00,49.00,52.00,57.10
31.00,85.00,94.00,78.70
35.00,73.00,79.00,68.40
50.00,86.00,73.00,72.30
26.00,65.00,69.00,59.20
42.00,31.00,88.00,61.70
23.00,92.00,91.00,77.70
68.00,31.00,47.00,46.40
92.00,80.00,35.00,59.90
54.00,83.00,78.00,74.70
69.00,68.00,59.00,63.70
22.00,28.00,98.00,61.80
63.00,49.00,81.00,67.80
94.00,63.00,100.00,87.70
71.00,55.00,22.00,41.70
76.00,29.00,34.00,40.90
85.00,85.00,31.00,58.00
45.00,91.00,66.00,69.30
97.00,70.00,51.00,65.90
40.00,43.00,65.00,53.40
89.00,41.00,88.00,74.10
67.00,31.00,87.00,66.20
57.00,99.00,51.00,66.60
67.00,47.00,96.00,75.50
55.00,78.00,63.00,65.90
98.00,37.00,77.00,69.20
21.00,98.00,36.00,51.60
43.00,54.00,44.00,46.80
32.00,25.00,93.00,60.40
70.00,56.00,43.00,52.30
40.00,62.00,55.00,54.10
91.00,35.00,70.00,63.70
50.00,86.00,99.00,85.30
57.00,33.00,47.00,44.80
52.00,84.00,73.00,72.10
32.00,99.00,55.00,63.60
100.00,56.00,69.00,71.30
75.00,35.00,54.00,52.50
26.00,81.00,75.00,67.00
92.00,41.00,78.00,69.70
60.00,99.00,51.00,67.20
36.00,25.00,25.00,27.20
100.00,58.00,83.00,78.90
80.00,65.00,58.00,64.50
28.00,51.00,75.00,58.40
39.00,34.00,26.00,31.00
76.00,50.00,36.00,48.20
35.00,35.00,63.00,49.00
72.00,24.00,49.00,46.10
69.00,39.00,66.00,58.50
98.00,62.00,51.00,63.70
70.00,76.00,46.00,59.80
90.00,23.00,53.00,51.40
33.00,74.00,83.00,70.30
78.00,20.00,80.00,61.60
100.00,73.00,49.00,66.40
74.00,76.00,67.00,71.10
84.00,70.00,89.00,82.30
63.00,90.00,24.00,51.60
33.00,52.00,91.00,67.70
32.00,53.00,44.00,44.30
41.00,36.00,68.00,53.00
73.00,35.00,54.00,52.10
93.00,70.00,58.00,68.60
56.00,30.00,54.00,47.20
67.00,58.00,26.00,43.80
61.00,25.00,43.00,41.20
27.00,95.00,85.00,76.40
70.00,25.00,28.00,35.50
93.00,69.00,63.00,70.80
28.00,53.00,53.00,48.00
99.00,94.00,32.00,64.00
52.00,79.00,73.00,70.60
79.00,63.00,95.00,82.20
27.00,88.00,24.00,43.80
85.00,82.00,45.00,64.10
85.00,91.00,32.00,60.30
20.00,94.00,84.00,74.20
22.00,81.00,82.00,69.70
41.00,45.00,80.00,61.70
39.00,57.00,30.00,39.90
46.00,22.00,27.00,29.30
23.00,76.00,62.00,58.40
48.00,21.00,88.00,59.90
48.00,55.00,52.00,52.10
61.00,55.00,67.00,62.20
47.00,25.00,46.00,39.90
52.00,88.00,54.00,63.80
99.00,94.00,51.00,73.50
63.00,75.00,82.00,76.10
56.00,42.00,87.00,67.30
34.00,91.00,53.00,60.60
81.00,62.00,86.00,77.80
31.00,99.00,44.00,57.90
50.00,57.00,98.00,76.10
30.00,24.00,33.00,29.70
70.00,75.00,58.00,65.50
50.00,62.00,50.00,53.60
70.00,88.00,79.00,79.90
81.00,68.00,81.00,77.10
91.00,94.00,50.00,71.40
42.00,94.00,32.00,52.60
57.00,51.00,76.00,64.70
21.00,22.00,22.00,21.80
39.00,34.00,66.00,51.00
78.00,80.00,65.00,72.10
54.00,50.00,79.00,65.30
34.00,52.00,20.00,32.40
28.00,92.00,30.00,48.20
62.00,98.00,26.00,54.80
95.00,45.00,69.00,67.00
88.00,38.00,98.00,78.00
48.00,31.00,32.00,34.90
27.00,85.00,31.00,46.40
35.00,85.00,47.00,56.00
84.00,63.00,98.00,84.70
90.00,74.00,97.00,88.70
93.00,54.00,85.00,77.30
61.00,37.00,99.00,72.80
44.00,29.00,32.00,33.50
60.00,43.00,79.00,64.40
39.00,79.00,89.00,76.00
90.00,51.00,65.00,65.80
78.00,74.00,29.00,52.30
97.00,46.00,39.00,52.70
44.00,65.00,95.00,75.80
69.00,82.00,35.00,55.90
55.00,92.00,86.00,81.60
58.00,51.00,63.00,58.40
82.00,54.00,91.00,78.10
75.00,49.00,53.00,56.20
28.00,47.00,47.00,43.20
78.00,52.00,98.00,80.20
33.00,65.00,20.00,36.10
88.00,28.00,34.00,43.00
52.00,63.00,77.00,67.80
44.00,23.00,63.00,47.20
22.00,35.00,41.00,35.40
67.00,50.00,55.00,55.90
34.00,35.00,70.00,52.30
37.00,32.00,76.00,55.00
86.00,94.00,69.00,79.90
70.00,61.00,48.00,56.30
40.00,36.00,41.00,39.30
34.00,71.00,30.00,43.10
39.00,79.00,57.00,60.00
47.00,72.00,28.00,45.00
39.00,42.00,65.00,52.90
54.00,50.00,51.00,51.30
31.00,32.00,57.00,44.30
92.00,94.00,33.00,63.10
86.00,21.00,96.00,71.50
83.00,53.00,75.00,70.00
79.00,52.00,64.00,63.40
39.00,98.00,88.00,81.20
56.00,24.00,81.00,58.90
83.00,52.00,68.00,66.20
32.00,87.00,34.00,49.50
50.00,53.00,52.00,51.90
66.00,62.00,85.00,74.30
33.00,91.00,45.00,56.40
78.00,33.00,96.00,73.50
38.00,27.00,67.00,49.20
71.00,90.00,53.00,67.70
77.00,90.00,29.00,56.90
80.00,97.00,60.00,75.10
37.00,65.00,89.00,71.40
37.00,91.00,79.00,74.20
32.00,47.00,72.00,56.50
34.00,48.00,52.00,47.20
97.00,37.00,79.00,70.00
69.00,93.00,91.00,87.20
20.00,50.00,68.00,53.00
27.00,63.00,21.00,34.80
87.00,68.00,87.00,81.30
100.00,37.00,68.00,65.10
70.00,29.00,53.00,49.20
38.00,47.00,25.00,34.20
82.00,90.00,42.00,64.40
96.00,59.00,37.00,55.40
60.00,52.00,29.00,42.10
38.00,81.00,32.00,47.90
72.00,66.00,23.00,45.70
73.00,68.00,98.00,84.00
86.00,41.00,41.00,50.00
32.00,43.00,53.00,45.80
78.00,68.00,47.00,59.50
86.00,80.00,24.00,53.20
25.00,79.00,38.00,47.70
43.00,51.00,31.00,39.40
33.00,63.00,80.00,65.50
58.00,92.00,42.00,60.20
93.00,82.00,26.00,56.20
97.00,58.00,23.00,48.30
69.00,70.00,68.00,68.80
100.00,22.00,28.00,40.60
48.00,82.00,86.00,77.20
29.00,81.00,87.00,73.60
97.00,90.00,70.00,81.40
20.00,62.00,93.00,69.10
40.00,83.00,27.00,46.40
35.00,27.00,65.00,47.60
38.00,86.00,21.00,43.90
80.00,56.00,52.00,58.80
43.00,49.00,35.00,40.80
76.00,49.00,72.00,65.90
24.00,30.00,79.00,53.30
45.00,50.00,49.00,48.50
53.00,63.00,90.00,74.50
85.00,58.00,61.00,64.90
50.00,48.00,54.00,51.40
30.00,36.00,77.00,55.30
40.00,42.00,81.00,61.10
61.00,81.00,41.00,57.00
95.00,32.00,80.00,68.60
41.00,54.00,67.00,57.90
98.00,35.00,24.00,42.10
22.00,61.00,81.00,63.20
49.00,51.00,85.00,67.60
24.00,43.00,40.00,37.70
21.00,21.00,24.00,22.50
73.00,49.00,73.00,65.80
84.00,96.00,78.00,84.60
80.00,71.00,91.00,82.80
65.00,27.00,78.00,60.10
22.00,93.00,52.00,58.30
31.00,71.00,52.00,53.50
59.00,25.00,22.00,30.30
56.00,63.00,52.00,56.10
61.00,40.00,45.00,46.70
58.00,100.00,22.00,52.60
76.00,60.00,57.00,61.70
64.00,50.00,57.00,56.30
69.00,98.00,30.00,58.20
43.00,29.00,68.00,51.30
99.00,72.00,63.00,72.90
37.00,70.00,68.00,62.40
48.00,88.00,55.00,63.50
62.00,34.00,83.00,64.10
98.00,72.00,23.00,52.70
79.00,47.00,46.00,52.90
27.00,49.00,71.00,55.60
50.00,77.00,22.00,44.10
91.00,30.00,87.00,70.70
38.00,100.00,79.00,77.10
97.00,92.00,62.00,78.00
93.00,70.00,94.00,86.60
66.00,57.00,68.00,64.30
51.00,67.00,44.00,52.30
30.00,34.00,23.00,27.70
32.00,100.00,70.00,71.40
45.00,75.00,24.00,43.50
52.00,63.00,89.00,73.80
82.00,28.00,81.00,65.30
55.00,44.00,45.00,46.70
84.00,56.00,63.00,65.10
94.00,84.00,65.00,76.50
38.00,82.00,50.00,57.20
98.00,24.00,36.00,44.80
32.00,31.00,61.00,46.20
68.00,49.00,72.00,64.30
97.00,86.00,84.00,87.20
37.00,41.00,62.00,50.70
90.00,72.00,98.00,88.60
99.00,20.00,81.00,66.30
37.00,80.00,76.00,69.40
96.00,24.00,79.00,65.90
52.00,28.00,25.00,31.30
69.00,67.00,40.00,53.90
48.00,79.00,21.00,43.80
58.00,36.00,72.00,58.40
35.00,89.00,69.00,68.20
46.00,54.00,76.00,63.40
41.00,60.00,48.00,50.20
76.00,71.00,80.00,76.50
44.00,83.00,56.00,61.70
46.00,88.00,40.00,55.60
21.00,43.00,48.00,41.10
58.00,20.00,44.00,39.60
94.00,69.00,78.00,78.50
71.00,43.00,33.00,43.60
31.00,65.00,64.00,57.70
68.00,99.00,78.00,82.30
39.00,39.00,39.00,39.00
34.00,80.00,94.00,77.80
76.00,72.00,61.00,67.30
87.00,97.00,96.00,94.50
85.00,94.00,87.00,88.70
77.00,63.00,88.00,78.30
69.00,93.00,25.00,54.20
82.00,100.00,59.00,75.90
72.00,60.00,82.00,73.40
52.00,74.00,43.00,54.10
73.00,80.00,100.00,88.60
44.00,70.00,54.00,56.80
46.00,60.00,66.00,60.20
61.00,60.00,83.00,71.70
80.00,97.00,83.00,86.60
90.00,77.00,84.00,83.10
90.00,55.00,95.00,82.00
74.00,93.00,72.00,78.70
33.00,21.00,42.00,33.90
69.00,74.00,78.00,75.00
50.00,75.00,73.00,69.00
91.00,46.00,86.00,75.00
31.00,81.00,65.00,63.00
80.00,83.00,50.00,65.90
90.00,96.00,88.00,90.80
66.00,54.00,86.00,72.40
38.00,32.00,61.00,47.70
36.00,80.00,78.00,70.20
61.00,87.00,94.00,85.30
66.00,45.00,23.00,38.20
86.00,86.00,54.00,70.00
38.00,60.00,50.00,50.60
45.00,41.00,65.00,53.80
50.00,66.00,49.00,54.30
70.00,62.00,90.00,77.60
93.00,38.00,89.00,74.50
72.00,88.00,38.00,59.80
79.00,25.00,60.00,53.30
94.00,38.00,23.00,41.70
59.00,95.00,63.00,71.80
62.00,75.00,54.00,61.90
88.00,40.00,22.00,40.60
40.00,27.00,85.00,58.60
72.00,86.00,61.00,70.70
78.00,79.00,33.00,55.80
43.00,47.00,90.00,67.70
82.00,41.00,91.00,74.20
22.00,41.00,86.00,59.70
29.00,88.00,43.00,53.70
32.00,99.00,65.00,68.60
35.00,95.00,55.00,63.00
48.00,21.00,96.00,63.90
65.00,92.00,63.00,72.10
34.00,40.00,83.00,60.30
77.00,20.00,24.00,33.40
55.00,25.00,37.00,37.00
50.00,24.00,65.00,49.70
33.00,51.00,70.00,56.90
64.00,33.00,34.00,39.70
20.00,58.00,48.00,45.40
50.00,65.00,44.00,51.50
58.00,33.00,33.00,38.00
88.00,88.00,99.00,93.50
50.00,22.00,57.00,45.10
39.00,32.00,47.00,40.90
100.00,92.00,66.00,80.60
91.00,30.00,65.00,59.70
56.00,41.00,20.00,33.50
44.00,85.00,22.00,45.30
35.00,53.00,85.00,65.40
39.00,77.00,31.00,46.40
100.00,22.00,70.00,61.60
59.00,66.00,89.00,76.10
52.00,52.00,46.00,49.00
37.00,76.00,26.00,43.20
78.00,71.00,59.00,66.40
23.00,92.00,69.00,66.70
80.00,22.00,68.00,56.60
90.00,23.00,80.00,64.90
91.00,24.00,40.00,45.40
93.00,95.00,98.00,96.10
29.00,30.00,81.00,55.30
73.00,65.00,24.00,46.10
63.00,33.00,50.00,47.50
66.00,64.00,30.00,47.40
34.00,68.00,77.00,65.70
45.00,60.00,58.00,56.00
78.00,33.00,53.00,52.00
34.00,70.00,38.00,46.80
60.00,20.00,23.00,29.50
61.00,56.00,31.00,44.50
75.00,79.00,81.00,79.20
75.00,29.00,25.00,36.20
56.00,54.00,26.00,40.40
52.00,76.00,54.00,60.20
97.00,30.00,90.00,73.40
90.00,67.00,78.00,77.10
76.00,38.00,57.00,55.10
46.00,74.00,56.00,59.40
82.00,74.00,23.00,50.10
24.00,93.00,43.00,54.20
57.00,28.00,39.00,39.30
88.00,78.00,20.00,51.00
59.00,73.00,69.00,68.20
56.00,89.00,98.00,86.90
37.00,84.00,33.00,49.10
95.00,35.00,37.00,48.00
39.00,77.00,81.00,71.40
94.00,22.00,93.00,71.90
66.00,67.00,100.00,83.30
39.00,100.00,54.00,64.80
52.00,60.00,32.00,44.40
53.00,34.00,39.00,40.30
86.00,30.00,59.00,55.70
85.00,21.00,65.00,55.80
32.00,95.00,67.00,68.40
67.00,59.00,49.00,55.60
80.00,43.00,38.00,47.90
39.00,33.00,63.00,49.20
77.00,53.00,44.00,53.30
31.00,30.00,81.00,55.70
20.00,59.00,20.00,31.70
49.00,88.00,39.00,55.70
62.00,52.00,78.00,67.00
84.00,95.00,63.00,76.80
57.00,78.00,88.00,78.80
56.00,68.00,65.00,64.10
23.00,89.00,94.00,78.30
69.00,86.00,62.00,70.60
74.00,31.00,54.00,51.10
60.00,87.00,53.00,64.60
47.00,62.00,41.00,48.50
32.00,75.00,63.00,60.40
87.00,20.00,35.00,40.90
46.00,66.00,72.00,65.00
59.00,28.00,62.00,51.20
37.00,24.00,88.00,58.60
49.00,35.00,51.00,45.80
75.00,34.00,46.00,48.20
39.00,81.00,89.00,76.60
31.00,84.00,74.00,68.40
56.00,82.00,22.00,46.80
62.00,89.00,51.00,64.60
30.00,38.00,76.00,55.40
69.00,76.00,36.00,54.60
92.00,58.00,100.00,85.80
68.00,27.00,50.00,46.70
40.00,64.00,92.00,73.20
51.00,69.00,83.00,72.40
79.00,61.00,43.00,55.60
42.00,58.00,38.00,44.80
52.00,24.00,97.00,66.10
76.00,42.00,67.00,61.30
74.00,44.00,56.00,56.00
82.00,53.00,36.00,50.30
65.00,98.00,36.00,60.40
35.00,47.00,86.00,64.10
50.00,78.00,66.00,66.40
62.00,26.00,85.00,62.70
27.00,30.00,69.00,48.90
100.00,84.00,81.00,85.70
36.00,52.00,41.00,43.30
44.00,58.00,64.00,58.20
45.00,22.00,91.00,61.10
48.00,39.00,36.00,39.30
57.00,61.00,69.00,64.20
72.00,73.00,64.00,68.30
21.00,32.00,41.00,34.30
65.00,83.00,50.00,62.90
53.00,87.00,28.00,50.70
45.00,70.00,98.00,79.00
76.00,28.00,41.00,44.10
97.00,20.00,69.00,59.90
34.00,59.00,93.00,71.00
36.00,32.00,46.00,39.80
73.00,55.00,52.00,57.10
80.00,65.00,86.00,78.50
94.00,59.00,93.00,83.00
69.00,54.00,33.00,46.50
35.00,21.00,96.00,61.30
55.00,52.00,39.00,46.10
52.00,87.00,91.00,82.00
50.00,30.00,96.00,67.00
45.00,77.00,33.00,48.60
46.00,39.00,26.00,33.90
87.00,43.00,100.00,80.30
62.00,47.00,87.00,70.00
56.00,99.00,33.00,57.40
81.00,86.00,51.00,67.50
54.00,34.00,93.00,67.50
99.00,92.00,73.00,83.90
38.00,93.00,20.00,45.50
94.00,23.00,58.00,54.70
75.00,86.00,90.00,85.80
95.00,60.00,61.00,67.50
52.00,96.00,41.00,59.70
92.00,41.00,65.00,63.20
42.00,44.00,34.00,38.60
97.00,95.00,86.00,90.90
99.00,73.00,50.00,66.70
54.00,56.00,26.00,40.60
41.00,77.00,58.00,60.30
62.00,54.00,51.00,54.10
81.00,23.00,34.00,40.10
63.00,51.00,88.00,71.90
80.00,87.00,94.00,89.10
22.00,71.00,35.00,43.20
71.00,91.00,90.00,86.50
38.00,24.00,94.00,61.80
62.00,74.00,99.00,84.10
34.00,29.00,53.00,42.00
66.00,87.00,39.00,58.80
82.00,62.00,26.00,48.00
66.00,41.00,85.00,68.00
75.00,38.00,31.00,41.90
53.00,95.00,43.00,60.60
76.00,47.00,61.00,59.80
29.00,77.00,54.00,55.90
68.00,67.00,25.00,46.20
94.00,42.00,90.00,76.40
47.00,57.00,91.00,72.00
26.00,44.00,32.00,34.40
66.00,67.00,82.00,74.30
90.00,95.00,93.00,93.00
38.00,33.00,21.00,28.00
71.00,55.00,70.00,65.70
74.00,85.00,61.00,70.80
99.00,73.00,67.00,75.20
20.00,42.00,44.00,38.60
73.00,98.00,50.00,69.00
22.00,48.00,23.00,30.30
96.00,26.00,66.00,60.00
37.00,45.00,84.00,62.90
60.00,75.00,21.00,45.00
57.00,71.00,38.00,51.70
63.00,61.00,55.00,58.40
73.00,23.00,35.00,39.00
42.00,38.00,20.00,29.80
60.00,83.00,55.00,64.40
24.00,85.00,58.00,59.30
32.00,98.00,27.00,49.30
56.00,22.00,21.00,28.30
67.00,31.00,70.00,57.70
83.00,96.00,20.00,55.40
79.00,56.00,84.00,74.60
72.00,93.00,60.00,72.30
65.00,81.00,86.00,80.30
20.00,82.00,100.00,78.60
52.00,66.00,96.00,78.20
99.00,66.00,84.00,81.60
25.00,49.00,87.00,63.20
74.00,69.00,45.00,58.00
98.00,23.00,80.00,66.50
54.00,83.00,26.00,48.70
66.00,96.00,68.00,76.00
78.00,71.00,23.00,48.40
26.00,55.00,75.00,59.20
46.00,47.00,93.00,69.80
23.00,36.00,47.00,38.90
58.00,60.00,58.00,58.60
49.00,47.00,78.00,62.90
88.00,41.00,84.00,71.90
93.00,42.00,74.00,68.20
95.00,51.00,81.00,74.80
57.00,42.00,89.00,68.50
98.00,90.00,75.00,84.10
74.00,49.00,46.00,52.50
43.00,35.00,24.00,31.10
28.00,61.00,77.00,62.40
66.00,49.00,100.00,77.90
24.00,31.00,92.00,60.10
51.00,91.00,51.00,63.00
39.00,50.00,70.00,57.80
57.00,65.00,76.00,68.90
86.00,84.00,61.00,72.90
50.00,50.00,51.00,50.50
77.00,55.00,47.00,55.40
44.00,92.00,30.00,51.40
55.00,70.00,40.00,52.00
23.00,58.00,87.00,65.50
36.00,33.00,94.00,64.10
79.00,24.00,29.00,37.50
72.00,57.00,62.00,62.50
25.00,67.00,44.00,47.10
68.00,39.00,82.00,66.30
98.00,44.00,90.00,77.80
71.00,39.00,40.00,45.90
63.00,49.00,49.00,51.80
55.00,58.00,24.00,40.40
27.00,73.00,75.00,64.80
72.00,51.00,51.00,55.20
74.00,22.00,27.00,34.90
73.00,55.00,24.00,43.10
70.00,80.00,73.00,74.50
76.00,54.00,51.00,56.90
22.00,30.00,46.00,36.40
44.00,60.00,72.00,62.80
81.00,44.00,44.00,51.40
70.00,35.00,91.00,70.00
90.00,31.00,42.00,48.30
69.00,37.00,81.00,65.40
46.00,98.00,66.00,71.60
51.00,33.00,36.00,38.10
53.00,77.00,95.00,81.20
59.00,80.00,83.00,77.30
37.00,30.00,40.00,36.40
43.00,91.00,70.00,70.90
29.00,71.00,75.00,64.60
60.00,54.00,91.00,73.70
30.00,58.00,64.00,55.40
82.00,51.00,80.00,71.70
79.00,41.00,28.00,42.10
37.00,69.00,24.00,40.10
48.00,85.00,56.00,63.10
21.00,96.00,64.00,65.00
39.00,37.00,42.00,39.90
61.00,96.00,31.00,56.50
99.00,97.00,70.00,83.90
57.00,50.00,59.00,55.90
50.00,46.00,42.00,44.80
40.00,50.00,23.00,34.50
22.00,37.00,83.00,57.00
29.00,54.00,86.00,65.00
76.00,59.00,29.00,47.40
59.00,84.00,69.00,71.50
49.00,58.00,71.00,62.70
50.00,61.00,76.00,66.30
27.00,60.00,52.00,49.40
20.00,55.00,26.00,33.50
21.00,94.00,88.00,76.40
91.00,59.00,73.00,72.40
20.00,55.00,57.00,49.00
37.00,50.00,85.00,64.90
50.00,43.00,56.00,50.90
90.00,78.00,86.00,84.40
56.00,86.00,92.00,83.00
69.00,22.00,57.00,48.90
88.00,87.00,87.00,87.20
49.00,72.00,47.00,54.90
60.00,42.00,41.00,45.10
44.00,59.00,78.00,65.50
39.00,25.00,87.00,58.80
94.00,44.00,76.00,70.00
38.00,69.00,81.00,68.80
72.00,69.00,80.00,75.10
22.00,95.00,51.00,58.40
46.00,93.00,74.00,74.10
89.00,45.00,75.00,68.80
60.00,58.00,39.00,48.90
72.00,76.00,73.00,73.70
92.00,48.00,57.00,61.30
90.00,67.00,20.00,48.10
38.00,37.00,67.00,52.20
79.00,93.00,28.00,57.70
39.00,60.00,53.00,52.30
78.00,49.00,70.00,65.30
28.00,68.00,78.00,65.00
27.00,82.00,46.00,53.00
58.00,48.00,34.00,43.00
24.00,21.00,91.00,56.60
42.00,82.00,58.00,62.00
45.00,82.00,51.00,59.10
85.00,21.00,59.00,52.80
35.00,89.00,34.00,50.70
82.00,74.00,72.00,74.60
96.00,57.00,44.00,58.30
79.00,63.00,82.00,75.70
48.00,84.00,46.00,57.80
88.00,59.00,23.00,46.80
50.00,73.00,87.00,75.40
25.00,62.00,60.00,53.60
84.00,72.00,100.00,88.40
95.00,52.00,59.00,64.10
95.00,45.00,80.00,72.50
37.00,90.00,75.00,71.90
37.00,45.00,38.00,39.90
36.00,45.00,81.00,61.20
76.00,28.00,71.00,59.10
61.00,53.00,90.00,73.10
84.00,90.00,99.00,93.30
50.00,100.00,23.00,51.50
43.00,58.00,38.00,45.00
66.00,85.00,61.00,69.20
81.00,72.00,36.00,55.80
64.00,26.00,37.00,39.10
58.00,44.00,76.00,62.80
57.00,75.00,54.00,60.90
75.00,86.00,84.00,82.80
60.00,24.00,27.00,32.70
97.00,76.00,40.00,62.20
48.00,74.00,57.00,60.30
61.00,49.00,38.00,45.90
70.00,21.00,31.00,35.80
28.00,44.00,65.00,51.30
58.00,90.00,24.00,50.60
63.00,24.00,31.00,35.30
26.00,87.00,72.00,67.30
20.00,62.00,29.00,37.10
67.00,67.00,40.00,53.50
81.00,81.00,29.00,55.00
71.00,27.00,46.00,45.30
60.00,94.00,91.00,85.70
39.00,76.00,90.00,75.60
93.00,63.00,72.00,73.50
47.00,66.00,35.00,46.70
67.00,92.00,84.00,83.00
30.00,24.00,27.00,26.70
48.00,88.00,75.00,73.50
85.00,94.00,31.00,60.70
50.00,37.00,83.00,62.60
88.00,21.00,58.00,52.90
42.00,31.00,85.00,60.20
89.00,55.00,68.00,68.30
38.00,72.00,75.00,66.70
63.00,32.00,94.00,69.20
99.00,86.00,73.00,82.10
99.00,44.00,70.00,68.00
59.00,20.00,45.00,40.30
37.00,93.00,73.00,71.80
20.00,45.00,92.00,63.50
80.00,27.00,33.00,40.60
75.00,28.00,64.00,55.40
93.00,70.00,22.00,50.60
29.00,26.00,87.00,57.10
66.00,33.00,61.00,53.60
70.00,84.00,71.00,74.70
27.00,46.00,40.00,39.20
94.00,93.00,52.00,72.70
65.00,98.00,36.00,60.40
62.00,46.00,58.00,55.20
72.00,32.00,60.00,54.00
57.00,99.00,92.00,87.10
100.00,30.00,85.00,71.50
56.00,59.00,23.00,40.40
24.00,42.00,56.00,45.40
76.00,39.00,24.00,38.90
99.00,30.00,53.00,55.30
61.00,80.00,83.00,77.70
72.00,92.00,42.00,63.00
48.00,56.00,34.00,43.40
66.00,50.00,84.00,70.20
64.00,35.00,62.00,54.30
28.00,55.00,34.00,39.10
55.00,23.00,49.00,42.40
70.00,88.00,87.00,83.90
91.00,52.00,78.00,72.80
52.00,75.00,60.00,62.90
22.00,24.00,33.00,28.10
99.00,60.00,74.00,74.80
72.00,30.00,89.00,67.90
42.00,26.00,81.00,56.70
89.00,37.00,56.00,56.90
36.00,67.00,39.00,46.80
51.00,96.00,80.00,79.00
70.00,21.00,37.00,38.80
36.00,33.00,31.00,32.60
87.00,94.00,34.00,62.60
21.00,28.00,66.00,45.60
68.00,44.00,27.00,40.30
50.00,40.00,20.00,32.00
30.00,90.00,24.00,45.00
65.00,41.00,90.00,70.30
22.00,92.00,91.00,77.50
51.00,78.00,20.00,43.60
26.00,49.00,100.00,69.90
48.00,39.00,29.00,35.80
75.00,88.00,56.00,69.40
29.00,36.00,77.00,55.10
38.00,66.00,46.00,50.40
51.00,88.00,38.00,55.60
39.00,40.00,26.00,32.80
48.00,68.00,50.00,55.00
30.00,100.00,64.00,68.00
85.00,37.00,25.00,40.60
61.00,81.00,92.00,82.50
88.00,96.00,73.00,82.90
72.00,43.00,58.00,56.30
39.00,41.00,65.00,52.60
66.00,48.00,52.00,53.60
40.00,60.00,59.00,55.50
96.00,22.00,80.00,65.80
51.00,65.00,82.00,70.70
36.00,50.00,39.00,41.70
55.00,30.00,48.00,44.00
83.00,45.00,41.00,50.60
45.00,43.00,24.00,33.90
20.00,51.00,91.00,64.80
